Hour_number,Date,HE,Datetime,Normalized_Space_Heat_Demand,Normalized_Water_Heat_Demand,Normalized_Elec_Demand,Normalized_Elec_Demand_0ShareElecTransp,Normalized_Elec_Demand_10ShareElecTransp,Normalized_Elec_Demand_20ShareElecTransp,Normalized_Elec_Demand_30ShareElecTransp,Normalized_Elec_Demand_40ShareElecTransp,Normalized_Elec_Demand_50ShareElecTransp,Normalized_Elec_Demand_60ShareElecTransp,Normalized_Elec_Demand_70ShareElecTransp,Normalized_Elec_Demand_80ShareElecTransp,Normalized_Elec_Demand_90ShareElecTransp,Normalized_Elec_Demand_100ShareElecTransp
79,2016-01-04,8,2016-01-04 07:00:00,0.0003263862769916826,0.0002189510160977654,0.00012045812390597507,0.00012045812390597507,0.00011708249715073502,0.00011406537357251969,0.00011135252155683689,0.00010890012273481956,0.00010667238710098286,0.0001046397948579595,0.00010277778090256984,0.00010106573717404653,9.948624672884917e-05,9.80244890881582e-05
80,2016-01-04,9,2016-01-04 08:00:00,0.0003024681513148457,0.0002450633736068202,0.00012471596211072652,0.00012471596211072652,0.00012110155837083422,0.00011787101674537441,0.00011496626951405289,0.00011234039878938012,0.0001099550829383514,0.00010777871406301424,0.00010578498943287117,0.00010395184326360702,0.00010226062661372608,0.00010069547066894392
81,2016-01-04,10,2016-01-04 09:00:00,0.00027903591242012905,0.00023947721491963836,0.00012872448815617492,0.00012872448815617492,0.00012488528769382043,0.00012145382353135523,0.00011836841644458502,0.00011557923050252225,0.00011304556067005251,0.0001107338332057883,0.00010861610948904579,0.00010666895136088053,0.00010487255001464964,0.0001032100496800734
82,2016-01-04,11,2016-01-04 10:00:00,0.0002634311968488114,0.00022646663837304603,0.00013155141248720942,0.00013155141248720942,0.00012755367910850113,0.00012398051877091472,0.00012076770531701141,0.0001178633449301693,0.00011522505173365341,0.00011281786561847515,0.00011061269428858015,0.00010858513174817153,0.00010671455122136583,0.00010498340090899767
83,2016-01-04,12,2016-01-04 11:00:00,0.00023743583409271564,0.00018613389058612438,0.00013665915329266894,0.00013665915329266894,0.00013237497961664555,0.00012854579992696734,0.000125102786218626,0.00012199032644798104,0.00011916299776159498,0.00011658333513505236,0.00011422016178963279,0.00011204732302345262,0.00011004271413820167,0.00010818752573644692
84,2016-01-04,13,2016-01-04 12:00:00,0.00022664395106147093,0.0001682380363730354,0.0001375612909344854,0.0001375612909344854,0.000133226525698674,0.00012935212744694412,0.00012586845538834697,0.00012271924075982695,0.00011985852431209075,0.00011724839859841094,0.00011485731867528576,0.0001126588209814659,0.00011063053978553406,0.00010875344357096802
85,2016-01-04,14,2016-01-04 13:00:00,0.00023425109765335818,0.00015478158854474172,0.00013356316312894558,0.00013356316312894558,0.00012945261148598105,0.00012577861457201296,0.00012247513373164035,0.00011948881067581106,0.000116776063374723,0.00011430094512562541,0.00011203354263165344,0.00010994876114620506,0.00010802539179428419,0.00010624538745516968
86,2016-01-04,15,2016-01-04 14:00:00,0.00022528904425936426,0.00015006883905751298,0.00013378219391161933,0.00013378219391161933,0.00012965935909985284,0.00012597438353187623,0.0001226610312152832,0.00011966578441554355,0.00011694493087083892,0.0001144624164623206,0.00011218823850607628,0.00011009722726726989,0.00010816811049445026,0.0001063827871384094
87,2016-01-04,16,2016-01-04 15:00:00,0.00022939368945290814,0.00015141008040497943,0.00013306207277649878,0.00013306207277649878,0.00012897962102771988,0.00012533073970248245,0.00012204984158825501,0.00011908393315536727,0.00011638973030250269,0.00011393153205999731,0.00011167962961947094,0.00010960909978300537,0.00010769887866031582,0.00010593104250151472
88,2016-01-04,17,2016-01-04 16:00:00,0.0002401021581367231,0.0001457302516537049,0.00014084276824077126,0.00014084276824077126,0.0001363239778430691,0.00013228509853487652,0.00012865353304268313,0.00012537062380780833,0.00012238846045838778,0.00011966752625084835,0.0001171749370542078,0.00011488310584126695,0.00011276871738112671,0.00011081193220626443
89,2016-01-04,18,2016-01-04 17:00:00,0.00025650179173464395,0.00015752740788630324,0.00014452560043724105,0.00014452560043724105,0.00015201891637068012,0.0001587164163672956,0.00016473848536607412,0.00017018239267592208,0.00017512758600768055,0.00017963959427908926,0.00018377294783144757,0.0001875733930464801,0.00019107959256967668,0.00019432444533748128
90,2016-01-04,19,2016-01-04 18:00:00,0.00024511567130208495,0.00017147323083114874,0.00014298301062644356,0.00014298301062644356,0.0001505628344507231,0.0001573376549024959,0.0001634292467256432,0.00016893600217154854,0.00017393828614898762,0.00017850238408570357,0.00018268345585801797,0.00018652777597472658,0.00019007445342896355,0.00019335676696467436
91,2016-01-04,20,2016-01-04 19:00:00,0.0002596181418309885,0.00016693677697394817,0.00013597009246933865,0.00013597009246933865,0.000138223836713579,0.0001402382255638892,0.00014204946687080498,0.0001436868160596996,0.0001451741684023882,0.00014653123285315734,0.0001477744103543844,0.00014891745992082634,0.0001499720100111674,0.00015094795554900496
92,2016-01-04,21,2016-01-04 20:00:00,0.00025747769845111627,0.00015282795685882196,0.00013257559275975286,0.00013257559275975286,0.00013501969934677505,0.00013720423340402198,0.0001391684610754771,0.00014094410884387846,0.00014255709029342773,0.00014402877909379402,0.0001453769614917533,0.00014661655865623783,0.00014776018124284425,0.000148818559949168
93,2016-01-04,22,2016-01-04 21:00:00,0.00021440934403706794,0.00013149830134410125,0.00013133002881827028,0.00013133002881827028,0.0001338439861904658,0.00013609095263914233,0.00013811131650606407,0.00013993771099372586,0.00014159679027768185,0.00014311053887150488,0.00014449725133994243,0.00014577227528806138,0.00014694858177480565,0.00014803720817328816
94,2016-01-04,23,2016-01-04 22:00:00,0.0001980963236470211,0.00010650220855347153,0.0001237846030868394,0.0001237846030868394,0.00012672170526457593,0.0001293468770843929,0.0001317073049814553,0.00013384111492049678,0.0001357794474601966,0.00013754798750810536,0.00013916810893736624,0.00014065774263446264,0.000142032042923765,0.00014330390496927457
95,2016-01-04,24,2016-01-04 23:00:00,0.0002008286389812134,9.030855960232062e-05,0.00011387128216213798,0.00011387128216213798,0.00011736431987012232,0.00012048638495388634,0.00012329359531037834,0.00012583129339771137,0.00012813651406831203,0.00013023980387629085,0.00013216658234754,0.00013393817433180385,0.00013557260256825236,0.00013708520302117318
96,2016-01-05,1,2016-01-05 00:00:00,0.00019395572953129496,9.242124293101766e-05,0.0001078536569495704,0.0001078536569495704,0.00010830453735090554,0.00010870753270212785,0.00010906988668681979,0.00010939745209771378,0.00010969500938395512,0.00010996650148682534,0.00011021520955213336,0.000110443886185953,0.00011065485775878169,0.00011085010383291188
97,2016-01-05,2,2016-01-05 01:00:00,0.00019729792000442177,6.566463205596009e-05,0.00010387968394736645,0.00010387968394736645,0.00010455342334872303,0.00010515560930730099,0.00010569706587982575,0.00010618653874932139,0.00010663117122238495,0.0001070368551383839,0.0001074084934321243,0.00010775019925459445,0.00010806544884353191,0.00010835720020977487
98,2016-01-05,3,2016-01-05 02:00:00,0.00018998440658924312,5.853113345593105e-05,0.00010410500154736451,0.00010410500154736451,0.00010476610521742777,0.00010535699740285563,0.00010588829915922498,0.00010636859214753529,0.00010680488570433151,0.00010720296116973034,0.00010756762952582338,0.00010790292678298563,0.00010821226398341187,0.00010849854366154976
99,2016-01-05,4,2016-01-05 03:00:00,0.00019375284827477025,5.6745969724174976e-05,0.00010412772405356964,0.00010412772405356964,0.00010478755345352385,0.00010537730670071305,0.0001059075843787454,0.00010638695160756245,0.00010682240421328946,0.00010721971239257315,0.00010758367785438966,0.00010791832882974802,0.0001082270697860964,0.00010851279766327902
100,2016-01-05,5,2016-01-05 04:00:00,0.00019467838318173325,6.403145659459515e-05,0.00010570365517947262,0.00010570365517947262,0.00010627510584393095,0.00010678586648144737,0.00010724511781441317,0.000107660277735214,0.00010803740503645289,0.00010838149704426904,0.00010869671231811007,0.00010898653954048515,0.00010925392717835492,0.00010950138415023524
101,2016-01-05,6,2016-01-05 05:00:00,0.00021363613551540688,8.363039483333772e-05,0.0001096365459076716,0.0001096365459076716,0.000106867790493537,0.00010439308643174185,0.00010216795188613251,0.00010015644616929417,9.832921361525923e-05,9.666204150600191e-05,9.513478106105599e-05,9.373052914391918e-05,9.243500003516168e-05,9.123603768675242e-05
102,2016-01-05,7,2016-01-05 06:00:00,0.00035695331926869793,0.00015338016676036813,0.00010405044243100578,0.00010405044243100578,0.0001015949526480487,9.940024432944496e-05,9.74268684528487e-05,9.564295077242039e-05,9.402245701388385e-05,9.254391396171908e-05,9.11894525313831e-05,8.99440820600065e-05,8.879513315905353e-05,8.773182515371665e-05
103,2016-01-05,8,2016-01-05 07:00:00,0.0003401564177628534,0.00021873941896224903,0.00011831059171423829,0.00011831059171423829,0.00011505539780454071,0.00011214591668925873,0.00010952985158500713,0.00010716494743878063,0.00010501669113158536,0.00010305661604919737,0.0001012610335020608,9.961007066691502e-05,9.808693198766068e-05,9.66773257383783e-05
104,2016-01-05,9,2016-01-05 08:00:00,0.000309076545696632,0.0002434662954338309,0.000125200040141607,0.000125200040141607,0.00012155848947700369,0.00011830368402365045,0.00011537711992845098,0.00011273152691484941,0.00011032829552519252,0.00010813558046214257,0.00010612688144166462,0.00010427996694859866,0.00010257604797369587,0.0001009991365157913
105,2016-01-05,10,2016-01-05 09:00:00,0.00028927380603556814,0.00024137489196012605,0.00012539921440754217,0.00012539921440754217,0.00012174649412057057,0.00011848170529717954,0.00011554616463710685,0.00011289245687305316,0.00011048185412169946,0.00010828241340755433,0.00010626755316303292,0.00010441497368289579,0.00010270582832691287,0.00010112408005438859
106,2016-01-05,11,2016-01-05 10:00:00,0.00027087491211775773,0.00022436662665886834,0.000126741462783519,0.000126741462783519,0.0001230134696824934,0.00011968140227691655,0.00011668536796036493,0.0001139769743634568,0.00011151669552458334,0.00010927193020880113,0.00010721554907337776,0.00010532479287567864,0.0001035804265965303,0.00010196608271463986
107,2016-01-05,12,2016-01-05 11:00:00,0.00025230805587822747,0.000188189652585683,0.00012913380414272037,0.00012913380414272037,0.00012527164938465132,0.00012181966875166274,0.00011871581424403915,0.0001159099519654462,0.00011336113350837406,0.00011103558439651772,0.0001089051989662459,0.00010694639892359475,0.00010513925702653101,0.00010346681672537071
108,2016-01-05,13,2016-01-05 12:00:00,0.00022976954221375605,0.0001659178310514321,0.00013313860522732432,0.00013313860522732432,0.00012905186264127943,0.00012539914618045852,0.00012211479969727028,0.00011914577396350197,0.00011644873938433305,0.00011398795746680216,0.00011173368817725812,0.00010966098212239994,0.00010774875327286291,0.00010597905904010597
109,2016-01-05,14,2016-01-05 13:00:00,0.00023288409938662525,0.0001570324602946878,0.00013088515071960863,0.00013088515071960863,0.00012692478106511227,0.000123385016295657,0.00012020223052605981,0.00011732501495109636,0.0001147113798420632,0.0001123266918350913,0.00011014213053733329,0.00010813351805697262,0.0001062804204006585,0.00010456544981232725
110,2016-01-05,15,2016-01-05 14:00:00,0.00022681916836349403,0.00014832624906806354,0.0001330355066164453,0.0001330355066164453,0.0001289545457640235,0.0001253069969968198,0.00012202729705451148,0.00011906247176047023,0.00011636925282057408,0.00011391195230302181,0.00011166087224898074,0.00010959109856239284,0.00010768157504542854,0.0001059143844938878
111,2016-01-05,16,2016-01-05 15:00:00,0.0002321529028158142,0.00015287700576479353,0.00013283966773997656,0.00013283966773997656,0.00012876968838696168,0.0001251319548461403,0.00012186108028203919,0.00011890423306678518,0.00011621826133735263,0.000113767573194962,0.00011152255059532257,0.0001094583464839729,0.00010755396132342205,0.00010579152612305852
112,2016-01-05,17,2016-01-05 16:00:00,0.00025904776731872813,0.00014426464930679096,0.00013678123060099453,0.00013678123060099453,0.0001324902097972096,0.00012865491016829928,0.00012520639370574473,0.00012208895948464241,0.00011925711205503921,0.00011667332651450634,0.00011430637625642112,0.00011213006477747012,0.00011012225205078155,0.00010826409861703485
113,2016-01-05,18,2016-01-05 17:00:00,0.0002759974437639226,0.00015772275484525917,0.00013933721336417145,0.00013933721336417145,0.00014712149220908155,0.00015407905385475898,0.0001603349577464645,0.00016599025012731732,0.00017112746363577414,0.00017581467165518388,0.00018010852192146907,0.00018405653713281228,0.00018769888119209,0.00019106973049026939
114,2016-01-05,19,2016-01-05 18:00:00,0.0002748916277705201,0.0001714787921417543,0.00013689451387067624,0.00013689451387067624,0.00014481577843898492,0.0001518957774528646,0.00015826177112131002,0.00016401658387306116,0.00016924420073457475,0.00017401389302697245,0.00017838330535836493,0.00018240079671907143,0.00018610723780593095,0.000189537406437189
115,2016-01-05,20,2016-01-05 19:00:00,0.0002992329179985187,0.00016838291228898526,0.00012885706932836487,0.00012885706932836487,0.00013150970939385201,0.0001338806299565819,0.00013601244738496523,0.00013793959509516106,0.00013969019764280806,0.00014128745231922407,0.00014275066291053,0.00014409602367385993,0.00014533722121783625,0.00014648590179329078
116,2016-01-05,21,2016-01-05 20:00:00,0.00030056522392454897,0.00015314824762420698,0.00012494433076281375,0.00012494433076281375,0.00012781639582277885,0.00013038343769052608,0.0001326915979381019,0.00013477815829578417,0.0001366735697676981,0.0001384029485129286,0.0001399871951166565,0.00014144384341646958,0.00014278771217007455,0.00014403141100006173
117,2016-01-05,22,2016-01-05 21:00:00,0.00022081110701398433,0.0001313779716366085,0.00012736906077528425,0.00012736906077528425,0.00013010514783398926,0.00013255065303211403,0.00013474953336767526,0.00013673730546637927,0.00013854297862870232,0.00014019047988846913,0.00014169972029206567,0.0001430874035370447,0.00014436764678661137,0.0001455524626604189
118,2016-01-05,23,2016-01-05 22:00:00,0.0002093798532277556,0.00010618338933528249,0.00011861275142439788,0.00011861275142439788,0.00012183988921362744,0.0001247242938649769,0.00012731781142221493,0.00012966233274718333,0.0001317920734945002,0.00013373525492810305,0.00013551536156761315,0.00013715209495484393,0.00013866210588703924,0.00014005956291147066
119,2016-01-05,24,2016-01-05 23:00:00,0.0002043043134060003,9.092352107448602e-05,0.0001101876699533542,0.0001101876699533542,0.00011388728333079101,0.00011719398503707949,0.00012016721174013446,0.00012285498741754355,0.00012529653713554514,0.00012752421394889257,0.00012956494067545976,0.00013144130330085052,0.00013317239041571438,0.0001347744449419371
120,2016-01-06,1,2016-01-06 00:00:00,0.00018710800058843816,7.945232480740901e-05,0.00010673860060225975,0.00010673860060225975,0.00010725201296905902,0.00010771089917583909,0.00010812350752241824,0.00010849650251707904,0.00010883532760270077,0.00010914447256151726,0.00010942767359681119,0.00010968806506970151,0.00010992829599172119,0.00011015062046785856
121,2016-01-06,2,2016-01-06 01:00:00,0.0001832055418221794,5.907913554448457e-05,0.00010316829524020144,0.00010316829524020144,0.00010388192906857539,0.0001045197725287437,0.00010509329060705566,0.00010561174684850452,0.00010608270753943757,0.00010651241339529391,0.00010690605767051116,0.00010726799706989322,0.0001076019136711693,0.00010791094063917213
122,2016-01-06,3,2016-01-06 02:00:00,0.00017619241327846086,5.567136674676926e-05,0.00010205887079181674,0.00010205887079181674,0.00010283472075075554,0.00010352817277433545,0.00010415169139105079,0.00010471534776165223,0.00010522736781758871,0.00010569453635328096,0.00010612249938224736,0.000106515993436178,0.0001068790216042503,0.00010721499020733951
123,2016-01-06,4,2016-01-06 03:00:00,0.00018770392160368288,5.9481076327287564e-05,9.944160966987998e-05,9.944160966987998e-05,0.00010036423470658262,0.00010118887378961103,0.00010193034948346634,0.00010260063820826712,0.00010320952207486813,0.0001037650694231968,0.00010427399437802642,0.00010474192952678458,0.00010517363526193717,0.0001055731623111879
124,2016-01-06,5,2016-01-06 04:00:00,0.0001877623396101413,8.473582303876031e-05,9.984225419483525e-05,9.984225419483525e-05,0.00010074241015282138,0.00010154696645060962,0.00010227038467250302,0.00010292434957178292,0.00010351840503141075,0.00010406042289961067,0.00010455695378922857,0.00010501349311490213,0.00010543468533724115,0.00010582448253485998
125,2016-01-06,6,2016-01-06 05:00:00,0.00021003209269718445,0.0001580857141008433,9.946698016664647e-05,9.946698016664647e-05,9.726853040140287e-05,9.530356356615015e-05,9.353676015171448e-05,9.193958249983743e-05,9.048872159715306e-05,8.916495203863356e-05,8.795227527075567e-05,8.683726984925395e-05,8.580859261381661e-05,8.4856591407809e-05
